customer_key,customer_id,customer_number,first_name,last_name,marital_status,gender,country,birth_date,create_date
187,11186,AW00011186,Sarah,Price,Single,N/A,United States,18-11-1949,07-10-2025
188,11187,AW00011187,Jennifer,Cooper,Married,N/A,United States,21-08-1949,07-10-2025
189,11188,AW00011188,Catherine,Morris,Married,N/A,United States,06-03-1950,07-10-2025
190,11189,AW00011189,Lawrence,Blanco,Single,N/A,United States,12-01-1950,07-10-2025
191,11190,AW00011190,Carson,Bryant,Married,N/A,United States,20-12-1949,07-10-2025
192,11191,AW00011191,Kristi,Perez,Single,N/A,United States,17-06-1951,07-10-2025
193,11192,AW00011192,James,Brown,Married,N/A,United States,13-03-1951,07-10-2025
194,11193,AW00011193,Ian,Gray,Married,N/A,United States,13-08-1950,07-10-2025
195,11194,AW00011194,Jacqueline,Price,Married,N/A,United States,08-12-1950,07-10-2025
196,11195,AW00011195,Megan,Henderson,Married,N/A,United States,10-08-1951,07-10-2025
197,11196,AW00011196,Alfredo,Romero,Married,N/A,United States,05-12-1951,07-10-2025
198,11197,AW00011197,Andrea,Morris,Married,N/A,United States,16-12-1951,08-10-2025
199,11198,AW00011198,Brooke,Sanders,Single,N/A,United States,25-05-1952,08-10-2025
200,11199,AW00011199,Jacqueline,Bennett,Married,N/A,United States,02-11-1957,08-10-2025
201,11200,AW00011200,Jason,Griffin,Married,N/A,Canada,21-05-1953,08-10-2025
202,11201,AW00011201,Amanda,Foster,Married,N/A,United States,14-02-1953,08-10-2025
203,11202,AW00011202,Alexia,Price,Married,N/A,United States,22-08-1958,08-10-2025
204,11203,AW00011203,Luis,Diaz,Married,N/A,Canada,18-08-1959,08-10-2025
205,11204,AW00011204,Destiny,Rivera,Married,N/A,United States,29-11-1953,08-10-2025
206,11205,AW00011205,Abby,Fernandez,Married,N/A,United States,21-01-1954,08-10-2025
207,11206,AW00011206,Blake,Flores,Married,N/A,United States,24-03-1954,08-10-2025
208,11207,AW00011207,Danielle,Cox,Single,N/A,United States,16-01-1954,08-10-2025
209,11208,AW00011208,Maria,Reed,Married,N/A,United States,03-08-1953,08-10-2025
210,11209,AW00011209,Allison,Evans,Married,N/A,United States,12-07-1953,08-10-2025
211,11210,AW00011210,Edward,Wood,Married,N/A,United States,06-12-1953,08-10-2025
212,11211,AW00011211,Samantha,Russell,Married,N/A,Canada,08-10-1960,08-10-2025
213,11212,AW00011212,Chloe,Campbell,Married,N/A,Canada,05-05-1955,08-10-2025
214,11213,AW00011213,Stephanie,Murphy,Single,N/A,United States,11-11-1954,08-10-2025
215,11214,AW00011214,Charles,Miller,Single,N/A,United States,07-05-1955,08-10-2025
216,11215,AW00011215,Ana,Perry,Married,N/A,Canada,17-06-1961,08-10-2025
217,11216,AW00011216,Jasmine,Torres,Single,N/A,United States,17-11-1955,08-10-2025
218,11217,AW00011217,Natalie,Adams,Single,N/A,United States,11-08-1955,08-10-2025
219,11218,AW00011218,Olivia,Brown,Single,N/A,United States,07-09-1961,08-10-2025
220,11219,AW00011219,Charles,Cook,Married,N/A,United States,31-05-1956,08-10-2025
221,11220,AW00011220,Erica,Huang,Married,N/A,United States,19-02-1961,08-10-2025
222,11221,AW00011221,Nathan,Perry,Married,N/A,United States,08-12-1955,08-10-2025
223,11222,AW00011222,Alexandra,Rivera,Married,N/A,United States,14-02-1956,08-10-2025
224,11223,AW00011223,Hailey,Patterson,Single,N/A,Canada,15-03-1957,08-10-2025
225,11224,AW00011224,Tiffany,Li,Single,N/A,United States,05-03-1957,08-10-2025
226,11225,AW00011225,Madison,Lee,Married,N/A,United States,12-02-1962,08-10-2025
227,11226,AW00011226,Sydney,Ross,Married,N/A,United States,23-09-1962,08-10-2025
228,11227,AW00011227,Marshall,Chavez,Single,N/A,United States,08-08-1962,08-10-2025
229,11228,AW00011228,Ashley,Jones,Married,N/A,United States,16-10-1956,08-10-2025
230,11229,AW00011229,Adrian,Stewart,Single,N/A,United States,01-06-1957,08-10-2025
231,11230,AW00011230,Amber,Turner,Married,N/A,United States,30-09-1956,08-10-2025
232,11231,AW00011231,Dennis,Zhang,Married,N/A,United States,11-11-1963,08-10-2025
233,11232,AW00011232,Hailey,Bryant,Married,N/A,United States,27-03-1958,08-10-2025
234,11233,AW00011233,Todd,Li,Married,N/A,United States,06-09-1963,08-10-2025
235,11234,AW00011234,Anna,Griffin,Single,N/A,United States,19-05-1958,08-10-2025
236,11235,AW00011235,Angel,Stewart,Married,N/A,United States,07-08-1957,08-10-2025
237,11236,AW00011236,Jeremy,Butler,Single,N/A,United States,02-09-1957,08-10-2025
238,11237,AW00011237,Clarence,Anand,Single,N/A,Germany,22-03-1964,08-10-2025
239,11238,AW00011238,Mayra,Prasad,Single,N/A,United Kingdom,07-02-1964,08-10-2025
240,11239,AW00011239,Latoya,Goel,Married,N/A,United Kingdom,02-10-1969,08-10-2025
241,11240,AW00011240,Anne,Hernandez,Married,N/A,United Kingdom,09-06-1964,08-10-2025
242,11241,AW00011241,Lisa,Cai,Single,N/A,France,06-04-1974,08-10-2025
243,11242,AW00011242,Larry,Munoz,Married,N/A,France,11-05-1963,08-10-2025
244,11243,AW00011243,Robin,Alvarez,Married,N/A,United Kingdom,08-04-1963,08-10-2025
245,11244,AW00011244,Alexis,Coleman,Single,N/A,United Kingdom,22-11-1968,08-10-2025
246,11245,AW00011245,Ricky,Vazquez,Married,N/A,Germany,26-04-1962,08-10-2025
247,11246,AW00011246,Latasha,Rubio,Married,N/A,Germany,08-04-1962,08-10-2025
248,11247,AW00011247,Claudia,Zhou,Single,N/A,United Kingdom,04-12-1961,08-10-2025
249,11248,AW00011248,Tristan,Alexander,Married,N/A,France,22-03-1966,08-10-2025
250,11249,AW00011249,Cindy,Patel,Married,N/A,Germany,09-07-1966,08-10-2025
251,11250,AW00011250,Shannon,Liu,Married,N/A,United Kingdom,08-03-1966,08-10-2025
252,11251,AW00011251,Xavier,Long,Single,N/A,Canada,01-01-1938,08-10-2025
253,11252,AW00011252,Nicholas,Thompson,Single,N/A,United States,05-12-1937,08-10-2025
254,11253,AW00011253,Jos+®,Hernandez,Married,N/A,Canada,24-08-1949,08-10-2025
255,11254,AW00011254,Johnathan,Vance,Married,N/A,United States,31-08-1938,08-10-2025
256,11255,AW00011255,Colin,Lin,Married,N/A,United States,02-10-1938,08-10-2025
257,11256,AW00011256,Katelyn,Hernandez,Married,N/A,United States,20-03-1939,08-10-2025
258,11257,AW00011257,Jacqueline,Powell,Single,N/A,United States,NULL,08-10-2025
259,11258,AW00011258,Xavier,Hill,Married,N/A,United States,26-12-1938,08-10-2025
260,11259,AW00011259,Victoria,Stewart,Married,N/A,United States,24-09-1970,08-10-2025
261,11260,AW00011260,Katelyn,Kelly,Married,N/A,United States,08-04-1976,08-10-2025
262,11261,AW00011261,Stephanie,Collins,Married,N/A,United States,22-10-1970,08-10-2025
263,11262,AW00011262,Jennifer,Simmons,Married,N/A,Canada,01-05-1975,08-10-2025
264,11263,AW00011263,Trinity,Richardson,Married,N/A,United States,11-03-1970,08-10-2025
265,11264,AW00011264,Eduardo,Martin,Single,N/A,United States,15-12-1969,08-10-2025
266,11265,AW00011265,Elizabeth,Jones,Married,N/A,United States,10-01-1970,08-10-2025
267,11266,AW00011266,Taylor,Howard,Single,N/A,United States,02-11-1969,08-10-2025
268,11267,AW00011267,David,Diaz,Single,N/A,United States,29-09-1975,08-10-2025
269,11268,AW00011268,Katelyn,Carter,Married,N/A,United States,31-10-1969,08-10-2025
270,11269,AW00011269,Ryan,Foster,Married,N/A,United States,10-10-1975,08-10-2025
271,11270,AW00011270,Robert,Lee,Married,N/A,United States,01-05-1975,08-10-2025
272,11271,AW00011271,Danielle,Reed,Single,N/A,United States,03-12-1969,08-10-2025
273,11272,AW00011272,Lauren,Martinez,Single,N/A,United States,10-05-1962,08-10-2025
274,11273,AW00011273,Nathan,Lal,Married,N/A,United States,31-03-1962,08-10-2025
275,11274,AW00011274,Kyle,Foster,Married,N/A,United States,10-10-1939,08-10-2025
276,11275,AW00011275,Jenny,Rai,Married,N/A,United States,18-07-1939,08-10-2025
277,11276,AW00011276,Nancy,Chapman,Married,N/A,Canada,15-09-1974,08-10-2025
278,11277,AW00011277,Charles,Jackson,Married,N/A,Canada,07-12-1968,08-10-2025
279,11278,AW00011278,Jonathan,Phillips,Single,N/A,United States,16-02-1969,08-10-2025
280,11279,AW00011279,Amanda,Cook,Married,N/A,United States,08-09-1974,08-10-2025
281,11280,AW00011280,Robert,Collins,Married,N/A,United States,17-02-1969,08-10-2025
282,11281,AW00011281,Megan,Barnes,Single,N/A,United States,06-10-1974,08-10-2025
283,11282,AW00011282,Christian,Thomas,Married,N/A,United States,16-07-1967,08-10-2025
284,11283,AW00011283,Arturo,Lal,Married,N/A,United States,24-04-1968,08-10-2025
285,11284,AW00011284,Theresa,Serrano,Married,N/A,United States,24-09-1967,08-10-2025
286,11285,AW00011285,Jeremy,Anderson,Married,N/A,United States,15-03-1973,08-10-2025
287,11286,AW00011286,Hunter,Griffin,Married,N/A,United States,31-08-1967,08-10-2025
288,11287,AW00011287,Henry,Garcia,Married,N/A,Canada,16-07-1966,08-10-2025
289,11288,AW00011288,Cindy,Sanchez,Married,N/A,United States,12-03-1978,08-10-2025
290,11289,AW00011289,Maria,Carter,Married,N/A,United States,03-03-1972,08-10-2025
291,11290,AW00011290,Katelyn,Sanchez,Married,N/A,United States,14-08-1972,08-10-2025
292,11291,AW00011291,Jenna,Wright,Married,N/A,United States,01-05-1972,08-10-2025
293,11292,AW00011292,Seth,Phillips,Single,N/A,United States,05-05-1967,08-10-2025
294,11293,AW00011293,Luke,Long,Single,N/A,United States,23-11-1960,08-10-2025
295,11294,AW00011294,Dalton,Clark,Married,N/A,United States,02-03-1961,08-10-2025
296,11295,AW00011295,Taylor,Lewis,Single,N/A,United States,13-11-1959,08-10-2025
297,11296,AW00011296,Haley,Richardson,Single,N/A,United States,05-04-1941,08-10-2025
298,11297,AW00011297,Noah,Coleman,Single,N/A,United States,01-08-1940,08-10-2025
299,11298,AW00011298,Jon,Luo,Married,N/A,United States,30-08-1940,08-10-2025
300,11299,AW00011299,Orlando,Vazquez,Married,N/A,United States,29-09-1941,08-10-2025
301,11300,AW00011300,Fernando,Barnes,Married,N/A,Canada,31-08-1965,08-10-2025
302,11301,AW00011301,Cameron,Rodriguez,Married,N/A,United States,07-12-1965,08-10-2025
303,11302,AW00011302,Spencer,Russell,Single,N/A,United States,09-12-1971,08-10-2025
304,11303,AW00011303,Julia,Coleman,Single,N/A,United States,10-04-1966,08-10-2025
305,11304,AW00011304,Julia,Garcia,Married,N/A,United States,14-03-1971,08-10-2025
306,11305,AW00011305,Sean,Evans,Married,N/A,United States,17-12-1965,08-10-2025
307,11306,AW00011306,Micah,Zhou,Married,N/A,United States,20-12-1965,08-10-2025
308,11307,AW00011307,Hunter,Rodriguez,Married,N/A,United States,31-10-1965,08-10-2025
309,11308,AW00011308,Ian,Gonzales,Married,N/A,United States,02-09-1959,08-10-2025
310,11309,AW00011309,Victoria,Lewis,Single,N/A,United States,10-12-1959,08-10-2025
311,11310,AW00011310,Erin,Sanders,Single,N/A,United States,05-07-1964,08-10-2025
312,11311,AW00011311,Gabrielle,Lopez,Single,N/A,United States,21-02-1959,08-10-2025
313,11312,AW00011312,Sara,Richardson,Single,N/A,United States,01-10-1958,08-10-2025
